Date,Open,High,Low,Close,Volume,Market Cap
"Dec 02, 2017",0.239910,0.259270,0.239276,0.252322,"23,297,000","2,159,190,000"
"Dec 01, 2017",0.225486,0.239571,0.214192,0.239571,"12,371,200","2,029,370,000"
"Nov 30, 2017",0.218399,0.241916,0.210180,0.226677,"16,258,700","1,965,590,000"
"Nov 29, 2017",0.257880,0.268690,0.210000,0.218286,"33,439,400","2,320,920,000"
"Nov 28, 2017",0.226620,0.256873,0.226511,0.248682,"35,746,900","2,039,580,000"
"Nov 27, 2017",0.214011,0.226282,0.212362,0.226282,"12,795,400","1,926,100,000"
"Nov 26, 2017",0.218241,0.221228,0.208544,0.213886,"12,589,900","1,964,170,000"
"Nov 25, 2017",0.209116,0.220652,0.207381,0.218506,"10,943,300","1,882,040,000"
"Nov 24, 2017",0.201313,0.209309,0.198506,0.209109,"7,556,740","1,811,810,000"
"Nov 23, 2017",0.204135,0.205990,0.199126,0.201437,"8,567,770","1,837,210,000"
"Nov 22, 2017",0.203437,0.207591,0.200102,0.203891,"6,838,830","1,830,930,000"
"Nov 21, 2017",0.212540,0.214654,0.199799,0.202712,"9,636,650","1,912,860,000"
"Nov 20, 2017",0.201814,0.219343,0.200439,0.213041,"13,657,600","1,816,320,000"
"Nov 19, 2017",0.195153,0.206570,0.194297,0.201947,"8,200,280","1,756,380,000"
"Nov 18, 2017",0.193471,0.196701,0.190190,0.196271,"7,023,070","1,741,240,000"
"Nov 17, 2017",0.196707,0.198684,0.189507,0.192635,"8,216,410","1,770,370,000"
"Nov 16, 2017",0.194276,0.211213,0.191441,0.196787,"16,058,700","1,748,490,000"
"Nov 15, 2017",0.195403,0.200809,0.193040,0.193879,"6,978,990","1,758,620,000"
"Nov 14, 2017",0.192122,0.195692,0.187637,0.194469,"7,941,780","1,729,090,000"
"Nov 13, 2017",0.180876,0.203314,0.180023,0.192662,"7,806,090","1,627,880,000"
"Nov 12, 2017",0.191179,0.191179,0.165319,0.180406,"12,126,100","1,720,610,000"
"Nov 11, 2017",0.192005,0.208632,0.184363,0.192428,"6,940,500","1,728,040,000"
"Nov 10, 2017",0.221480,0.235801,0.185654,0.192903,"10,625,300","1,993,320,000"
"Nov 09, 2017",0.193797,0.221762,0.189496,0.220927,"7,388,760","1,744,180,000"
"Nov 08, 2017",0.179285,0.197062,0.177652,0.194292,"6,757,370","1,613,560,000"
"Nov 07, 2017",0.186479,0.186945,0.173960,0.180246,"4,822,430","1,678,310,000"
"Nov 06, 2017",0.181340,0.208050,0.174593,0.186642,"11,718,500","1,632,060,000"
"Nov 05, 2017",0.170760,0.180309,0.162022,0.180309,"4,400,860","1,536,840,000"
"Nov 04, 2017",0.171515,0.177597,0.168393,0.170845,"4,231,960","1,543,630,000"
"Nov 03, 2017",0.166597,0.180035,0.160413,0.171728,"5,802,310","1,499,370,000"
"Nov 02, 2017",0.166398,0.181257,0.150936,0.166887,"8,706,750","1,497,580,000"
"Nov 01, 2017",0.186957,0.188424,0.164959,0.166645,"6,190,340","1,682,610,000"
"Oct 31, 2017",0.199406,0.201302,0.183521,0.186771,"6,031,700","1,794,650,000"
"Oct 30, 2017",0.200239,0.203730,0.196393,0.200415,"3,529,450","1,802,150,000"
"Oct 29, 2017",0.197333,0.209081,0.192299,0.201337,"8,599,400","1,776,000,000"
"Oct 28, 2017",0.197981,0.205234,0.193193,0.197236,"4,671,300","1,781,830,000"
"Oct 27, 2017",0.199349,0.200953,0.194800,0.197940,"3,603,110","1,794,140,000"
"Oct 26, 2017",0.205685,0.207135,0.194916,0.199005,"4,683,120","1,851,170,000"
"Oct 25, 2017",0.212028,0.214658,0.201686,0.206495,"4,171,090","1,908,250,000"
"Oct 24, 2017",0.197404,0.216699,0.191158,0.212616,"5,808,170","1,776,640,000"
"Oct 23, 2017",0.211283,0.212219,0.194769,0.199053,"4,987,880","1,901,550,000"
"Oct 22, 2017",0.213296,0.219752,0.200805,0.211949,"4,615,270","1,919,670,000"
"Oct 21, 2017",0.216010,0.217060,0.200346,0.212676,"4,326,590","1,944,090,000"
"Oct 20, 2017",0.220943,0.230570,0.215075,0.215947,"4,936,400","1,988,490,000"
"Oct 19, 2017",0.219728,0.230490,0.218465,0.220531,"3,383,330","1,977,550,000"
"Oct 18, 2017",0.217380,0.220582,0.204842,0.220316,"3,409,140","1,956,420,000"
"Oct 17, 2017",0.224199,0.235004,0.214333,0.218207,"4,990,440","2,017,790,000"
"Oct 16, 2017",0.206955,0.251225,0.205047,0.223181,"14,101,500","1,862,590,000"
"Oct 15, 2017",0.210710,0.211642,0.198529,0.207300,"2,933,540","1,896,390,000"
"Oct 14, 2017",0.211723,0.213414,0.204445,0.210581,"3,189,400","1,905,510,000"
"Oct 13, 2017",0.205702,0.213539,0.194287,0.211569,"5,996,320","1,851,320,000"
"Oct 12, 2017",0.214797,0.215428,0.202472,0.206147,"4,425,210","1,933,180,000"
"Oct 11, 2017",0.210324,0.221003,0.208849,0.214811,"2,753,270","1,892,910,000"
"Oct 10, 2017",0.193943,0.220043,0.193943,0.209909,"5,169,550","1,745,490,000"
"Oct 09, 2017",0.194760,0.207524,0.191194,0.194931,"6,003,100","1,752,840,000"
"Oct 08, 2017",0.210679,0.212707,0.193791,0.194807,"4,830,460","1,896,110,000"
"Oct 07, 2017",0.211943,0.220904,0.203580,0.212189,"4,376,190","1,907,490,000"
"Oct 06, 2017",0.211733,0.219321,0.202468,0.211324,"5,122,770","1,905,590,000"
"Oct 05, 2017",0.218145,0.219790,0.207328,0.211072,"4,460,130","1,963,310,000"
"Oct 04, 2017",0.223357,0.225225,0.217161,0.218456,"2,401,820","2,010,220,000"
"Oct 03, 2017",0.231024,0.234681,0.220736,0.222740,"3,327,450","2,079,210,000"
"Oct 02, 2017",0.245185,0.245379,0.229043,0.231441,"3,983,190","2,206,660,000"
"Oct 01, 2017",0.235614,0.246768,0.230906,0.246180,"4,232,170","2,120,520,000"
"Sep 30, 2017",0.236294,0.238731,0.231777,0.235162,"3,376,060","2,126,640,000"
"Sep 29, 2017",0.238155,0.239069,0.220942,0.237538,"5,254,500","2,143,400,000"
"Sep 28, 2017",0.243626,0.244629,0.234775,0.238268,"3,738,470","2,192,630,000"
"Sep 27, 2017",0.228100,0.246097,0.227535,0.243301,"3,733,480","2,052,900,000"
"Sep 26, 2017",0.232249,0.233270,0.225479,0.228646,"2,282,950","2,090,240,000"
